track_name,track_artist,track_popularity,track_album_name,track_album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_year,release_month,release_day
MIA,Bad Bunny,69,X 100PRE,2018-12-23,0.816,0.538,6,-6.354,0,0.0617,0.0142,0.000496,0.099,0.156,97.054,210368,2018,12,23
Psycho,Muse,69,Drones,2015-06-04,0.555,0.883,2,-3.426,1,0.0341,0.00114,0.041,0.868,0.507,125.02,316718,2015,6,4
Ay Vamos,J Balvin,69,La Familia B Sides,2014-09-16,0.718,0.711,8,-5.746,0,0.11,0.157,5.54e-05,0.1,0.92,173.916,226413,2014,9,16
Lifestyle,Rich Gang,69,Lifestyle,2014-06-05,0.546,0.667,1,-5.236,1,0.274,0.0152,0.0,0.0895,0.471,87.666,269693,2014,6,5
Goddamn (feat. A Boogie wit da Hoodie),Tyga,69,Legendary,2019-06-07,0.951,0.573,0,-6.002,0,0.227,0.0667,0.0,0.119,0.42,105.052,211040,2019,6,7
Diamond Heart,Alan Walker,69,Different World,2018-12-14,0.478,0.633,0,-6.19,1,0.0345,0.123,0.0,0.41,0.287,89.909,240333,2018,12,14
Late Night Feelings (feat. Lykke Li),Mark Ronson,69,Late Night Feelings (feat. Lykke Li),2019-04-12,0.688,0.729,4,-6.56,0,0.0573,0.437,0.00369,0.0928,0.469,110.055,251029,2019,4,12
ILYSB,LANY,69,LANY,2017-06-30,0.636,0.623,5,-7.016,1,0.0603,0.468,0.00453,0.351,0.389,100.026,211150,2017,6,30
Baker Street,Gerry Rafferty,69,City To City,1978-03-15,0.497,0.349,7,-14.0,1,0.0297,0.0929,0.028,0.259,0.421,113.762,365627,1978,3,15
Yes I'm Changing,Tame Impala,69,Currents,2015-07-17,0.373,0.609,0,-7.0,1,0.0316,0.108,0.000427,0.0755,0.354,179.955,270680,2015,7,17
Muito Cedo,Turma do Pagode,69,Muito Cedo,2019-11-16,0.561,0.744,4,-6.403,1,0.0408,0.581,0.0,0.821,0.638,152.076,203289,2019,11,16
Selfish,Dimitri Vegas & Like Mike,69,Selfish,2019-02-15,0.407,0.789,7,-4.229,0,0.282,0.17,0.0,0.126,0.687,92.933,167857,2019,2,15
Reprise - Ao Vivo,Sorriso Maroto,69,"Ao Cubo, Ao Vivo, Em Cores",2019-03-29,0.561,0.735,6,-6.847,0,0.0357,0.795,0.0,0.871,0.775,147.975,166673,2019,3,29
Red Lights,Tiësto,69,A Town Called Paradise,2014-06-13,0.654,0.83,10,-4.801,1,0.0366,0.000629,1.13e-06,0.121,0.548,124.989,262200,2014,6,13
No Smoke,YoungBoy Never Broke Again,69,AI YoungBoy,2017-08-04,0.658,0.736,9,-6.097,0,0.308,0.113,0.0,0.0978,0.804,143.966,160000,2017,8,4
Punto G,KAROL G,69,Punto G,2019-04-05,0.787,0.751,6,-4.738,0,0.0865,0.00796,0.000139,0.0857,0.926,165.961,181587,2019,4,5
Bad Vibe (feat. A Boogie Wit da Hoodie & 2 Chainz),Quando Rondo,69,Bad Vibe (feat. A Boogie Wit da Hoodie & 2 Chainz),2020-01-03,0.833,0.614,2,-4.842,1,0.17,0.13,0.0,0.0858,0.389,100.03,198608,2020,1,3
When We Were Young,Lost Kings,69,When We Were Young,2018-05-11,0.547,0.789,8,-5.619,1,0.042,0.00871,0.0,0.1,0.345,129.916,193911,2018,5,11
Gold on the Ceiling,The Black Keys,69,El Camino,2011-12-06,0.505,0.833,0,-4.632,1,0.0475,0.00772,7.9e-05,0.069,0.565,130.121,224333,2011,12,6
18 and Life,Skid Row,69,Skid Row,1989-01-24,0.466,0.648,1,-11.101,0,0.028,0.0023,1.49e-05,0.112,0.305,90.435,229960,1989,1,24
Lovefool,The Cardigans,69,First Band On The Moon (Remastered),1996-01-01,0.704,0.636,9,-6.029,1,0.0252,0.0344,0.0,0.35,0.89,111.845,193953,1996,1,1
Hurts So Good,John Mellencamp,69,American Fool,1982-10-26,0.785,0.737,9,-5.306,1,0.0363,0.0421,9.93e-05,0.108,0.971,125.447,218960,1982,10,26
Good Day,Surfaces,69,Good Day,2019-10-04,0.936,0.353,11,-12.17,1,0.0458,0.691,2.73e-05,0.133,0.863,124.964,181000,2019,10,4
Me Equivocaré,Antonio José,69,Me Equivocaré,2019-09-26,0.563,0.729,2,-4.178,1,0.16,0.0623,0.0,0.0378,0.726,80.51,152722,2019,9,26
March Madness,Future,69,March Madness,2015-08-31,0.406,0.661,8,-5.142,1,0.311,0.173,0.0,0.101,0.335,180.206,244613,2015,8,31
Get It Together,Drake,69,More Life,2017-03-18,0.781,0.721,5,-9.133,0,0.0514,0.0945,0.391,0.104,0.849,123.011,250337,2017,3,18
Somebody Told Me,The Killers,69,Hot Fuss,2004-06-07,0.51,0.981,10,-3.191,0,0.0901,7.76e-05,0.00142,0.111,0.723,138.039,197160,2004,6,7
Surrender,Cheap Trick,69,Heaven Tonight,1978-04-27,0.524,0.955,0,-7.081,1,0.0411,0.00717,8.77e-06,0.659,0.869,133.849,253733,1978,4,27
Television / So Far So Good,Rex Orange County,69,Apricot Princess,2017-04-26,0.405,0.505,5,-7.75,1,0.0458,0.592,0.0,0.121,0.318,164.971,262600,2017,4,26
Frail State Of Mind,The 1975,69,Frail State Of Mind,2019-10-24,0.566,0.676,9,-6.498,1,0.0383,0.0147,0.00672,0.0733,0.0492,127.973,234812,2019,10,24
A-Punk,Vampire Weekend,69,Vampire Weekend,2008-01-27,0.551,0.821,2,-4.489,1,0.0539,0.0102,0.0438,0.153,0.842,174.923,137760,2008,1,27
Mrs. Officer,Lil Wayne,69,Tha Carter III,2008-01-01,0.92,0.553,6,-5.068,1,0.189,0.237,0.0,0.0767,0.947,112.021,286907,2008,1,1
Birthday Suit,Cosmo Sheldrake,69,The Much Much How How and I,2018-04-06,0.69,0.574,8,-8.109,1,0.231,0.837,9.48e-05,0.121,0.522,62.619,80407,2018,4,6
DJ Turn It Up,Yellow Claw,69,Amsterdam Twerk Music,2013-10-15,0.829,0.695,1,-5.561,1,0.0473,0.000956,0.178,0.112,0.369,102.018,211777,2013,10,15
La Mordidita,Ricky Martin,69,A Quien Quiera Escuchar (Deluxe Edition),2015-02-10,0.725,0.903,0,-2.955,1,0.0658,0.0344,0.0,0.183,0.946,142.006,211680,2015,2,10
Mitsubishi,Orochi,69,Mitsubishi,2019-11-22,0.751,0.57,11,-7.017,0,0.209,0.126,0.0,0.101,0.705,110.02,182182,2019,11,22
Congratulations,Don Diablo,69,Congratulations,2019-11-28,0.82,0.8,5,-5.281,0,0.138,0.0858,3.49e-05,0.343,0.519,120.083,201500,2019,11,28
Repeat After Me,Dimitri Vegas & Like Mike,69,Repeat After Me,2019-01-11,0.321,0.939,6,-4.86,0,0.0616,0.00342,0.81,0.0905,0.179,131.933,194261,2019,1,11
Hasta Abajo,Kevin Roldan,69,Hasta Abajo,2019-07-26,0.702,0.669,5,-5.103,1,0.368,0.284,0.0,0.33,0.638,169.914,229947,2019,7,26
Lola Bunny,Lola Indigo,69,Lola Bunny,2019-07-30,0.769,0.899,9,-1.843,0,0.0503,0.193,0.00979,0.23,0.872,94.987,187263,2019,7,30
Todavia,La Factoria,69,Exitos,2009-01-01,0.785,0.901,7,-3.205,0,0.0553,0.0867,0.000271,0.0903,0.6,113.289,203333,2009,1,1
DI MI NOMBRE - Cap.8: Éxtasis,ROSALÍA,69,El Mal Querer,2018-11-02,0.794,0.534,8,-6.47,0,0.131,0.885,5.18e-05,0.314,0.547,91.871,162377,2018,11,2
Somewhere I Belong,Linkin Park,69,Meteora (Bonus Edition),2003-03-24,0.451,0.951,1,-3.754,1,0.0645,0.00038,2.39e-06,0.261,0.442,162.065,213933,2003,3,24
L'amour Toujours (Small Mix),Gigi D'Agostino,69,L'Amour Toujour,2014-05-30,0.637,0.878,7,-4.449,1,0.0302,0.0775,0.0227,0.364,0.742,139.053,242053,2014,5,30
Do It Again,Steely Dan,69,Can't Buy A Thrill,1972-01-01,0.682,0.537,2,-10.254,0,0.0323,0.218,3.07e-05,0.0556,0.963,124.574,356733,1972,1,1
Collide - Acoustic Version,Howie Day,69,Stop All The World Now (SPECIAL EDITION VERSION),2003-11-04,0.582,0.253,10,-11.43,1,0.0259,0.827,2.95e-05,0.091,0.294,90.184,277000,2003,11,4
Cereza,Fuego,69,Cereza,2019-11-08,0.769,0.596,7,-5.931,1,0.111,0.137,0.0,0.127,0.143,146.028,164200,2019,11,8
In The Middle,Alesso,69,In The Middle,2019-09-06,0.751,0.92,9,-5.618,0,0.0964,0.00504,0.00302,0.127,0.633,122.991,148189,2019,9,6
Dark Times,The Weeknd,69,Beauty Behind The Madness,2015-08-28,0.501,0.403,9,-9.607,0,0.0752,0.114,1.1e-05,0.124,0.27,132.608,260640,2015,8,28
Ventura Highway,America,69,Homecoming,1972-01-01,0.673,0.581,2,-10.205,1,0.029,0.223,0.000206,0.063,0.818,130.771,211387,1972,1,1
Kærlighed (feat. Gilli & Kesi),ATYPISK,69,A NIVEAU,2019-11-14,0.903,0.686,2,-5.065,1,0.114,0.013,0.0,0.0484,0.686,114.98,173183,2019,11,14
PUB G (feat. Branco & Larry 44),LOLO,69,PUB G (feat. Branco & Larry 44),2019-12-20,0.822,0.586,2,-6.834,0,0.112,0.318,0.0,0.113,0.297,118.002,159723,2019,12,20
Dilemme,Lous and The Yakuza,69,Dilemme,2019-09-19,0.841,0.535,5,-7.569,0,0.122,0.0956,0.0,0.119,0.38,145.007,185914,2019,9,19
Kallidade,Kalli,69,Kallidade,2019-07-11,0.783,0.483,1,-8.963,1,0.127,0.212,0.0,0.185,0.299,100.036,158400,2019,7,11
Irmão DQbrada!,Costa Gold,69,Irmão Dqbrada!,2019-08-30,0.896,0.758,10,-5.334,0,0.422,0.228,0.0,0.101,0.764,133.93,360560,2019,8,30
Kashmir - 1990 Remaster,Led Zeppelin,69,Physical Graffiti,1975-02-24,0.48,0.536,2,-11.166,1,0.0427,0.488,4.22e-05,0.155,0.581,80.617,508200,1975,2,24
SPEEDBOAT,Denzel Curry,69,ZUU,2019-05-31,0.925,0.628,6,-7.587,1,0.131,0.0604,0.0,0.358,0.81,120.021,222533,2019,5,31
Tuta Black,Paky,69,Tuta Black,2019-11-20,0.835,0.606,2,-8.139,1,0.141,0.163,0.0,0.097,0.346,129.932,195692,2019,11,20
Shoot to Thrill,AC/DC,69,Back In Black,1980-07-25,0.457,0.904,2,-5.303,1,0.0747,0.000239,0.0879,0.396,0.48,141.038,317427,1980,7,25
Gold Roses (feat. Drake),Rick Ross,69,Gold Roses (feat. Drake),2019-07-26,0.581,0.642,1,-5.318,1,0.407,0.0519,0.0,0.183,0.536,80.142,345160,2019,7,26
Faint,Linkin Park,69,Meteora,2003-03-24,0.554,0.978,4,-3.554,1,0.131,0.111,0.0,0.0731,0.594,135.095,162600,2003,3,24
Moondance - 2013 Remaster,Van Morrison,69,Moondance (Deluxe Edition),1970-02-05,0.606,0.282,9,-12.207,0,0.0339,0.501,8.3e-06,0.152,0.563,67.409,274040,1970,2,5
Caraluna,Bacilos,69,Grandes Exitos,2006-05-23,0.76,0.773,9,-5.314,1,0.0675,0.176,0.0,0.1,0.895,102.789,266160,2006,5,23
Lights Down Low,MAX,69,Hell's Kitchen Angel,2016-04-08,0.623,0.493,5,-7.727,0,0.0338,0.0632,0.0,0.104,0.594,81.019,223847,2016,4,8
Torn,Natalie Imbruglia,69,Left Of The Middle,1997-11-24,0.575,0.886,5,-5.182,1,0.034,0.0647,0.000187,0.709,0.608,96.308,244667,1997,11,24
Don't Watch Me Cry,Jorja Smith,69,Lost & Found,2018-06-08,0.559,0.157,1,-10.132,1,0.0414,0.887,0.0,0.107,0.348,130.877,190430,2018,6,8
ALREADY,Beyoncé,69,The Lion King: The Gift,2019-07-19,0.647,0.732,2,-5.846,1,0.0891,0.0846,0.0,0.597,0.548,67.295,222529,2019,7,19
Yellow Ledbetter,Pearl Jam,69,Jeremy,1991-06-01,0.504,0.354,4,-11.3,1,0.0339,0.29,4.71e-06,0.157,0.292,140.87,303587,1991,6,1
Apparently,J. Cole,69,2014 Forest Hills Drive,2014-12-09,0.801,0.543,5,-9.236,1,0.091,0.564,0.0,0.116,0.534,133.982,293040,2014,12,9
LOVE AGAIN,Daniel Caesar,69,CASE STUDY 01,2019-06-28,0.553,0.441,5,-6.411,1,0.0918,0.41,2.57e-06,0.107,0.525,76.988,214278,2019,6,28
Días Lluviosos (with Lenny Tavarez),Juhn,69,Días Lluviosos (with Lenny Tavarez),2019-12-07,0.813,0.571,2,-7.393,1,0.096,0.186,0.0,0.166,0.543,139.969,281653,2019,12,7
First Time,Kygo,69,First Time,2017-04-28,0.633,0.592,0,-7.245,0,0.112,0.197,0.0,0.099,0.679,90.066,193511,2017,4,28
The Look,Metronomy,69,The English Riviera,2011-04-11,0.638,0.535,9,-7.792,0,0.0415,0.623,0.0391,0.0837,0.504,84.947,277653,2011,4,11
Desierto,Amenazzy,69,Desierto,2019-08-30,0.734,0.583,11,-11.764,0,0.0414,0.0867,0.259,0.0979,0.144,105.013,224698,2019,8,30
Back To Back,Drake,69,Back To Back,2015-07-31,0.893,0.48,1,-3.728,0,0.356,0.00854,0.0,0.116,0.382,86.976,170638,2015,7,31
Non sto più in zona,Shiva,69,Non sto più in zona,2019-10-03,0.86,0.711,8,-6.596,0,0.183,0.115,0.0,0.14,0.502,105.027,155825,2019,10,3
German,No Money Enterprise,69,German,2019-11-01,0.786,0.847,11,-6.365,0,0.141,0.0983,1.22e-06,0.212,0.509,139.904,234791,2019,11,1
Youth of the Nation,P.O.D.,69,Satellite (U.S. Version WEA Distribution),2001-09-11,0.563,0.86,8,-7.533,1,0.0621,0.00834,0.0106,0.39,0.517,97.867,256240,2001,9,11
Domino,Jessie J,69,Who You Are (Platinum Edition),2011-01-01,0.758,0.554,7,-4.567,1,0.0341,0.0116,0.0,0.0418,0.783,126.986,231840,2011,1,1
Bendita Tu Luz,Maná,69,Amar Es Combatir,2006-05-09,0.791,0.782,7,-4.973,1,0.0289,0.143,3.7e-06,0.107,0.635,115.992,264720,2006,5,9
Favela,Alok,69,Favela,2018-08-17,0.777,0.812,2,-3.206,0,0.0598,0.0125,0.00233,0.0264,0.283,103.023,185105,2018,8,17
Kill Em With Kindness,Selena Gomez,69,Revival (Deluxe),2015-10-09,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,217907,2015,10,9
Roots,Valerie Broussard,69,Roots,2019-08-16,0.683,0.785,7,-4.879,1,0.037,0.0643,1.34e-05,0.177,0.581,122.997,184564,2019,8,16
Both,Headie One,69,Both,2019-08-15,0.751,0.674,1,-7.101,1,0.212,0.565,0.000266,0.114,0.565,145.808,213587,2019,8,15
Friends,Chase Atlantic,69,Nostalgia,2015-02-21,0.422,0.609,11,-6.361,0,0.0335,0.0114,4.76e-06,0.108,0.0911,107.34,230011,2015,2,21
Duemila volte,Marco Mengoni,69,Duemila volte,2019-10-04,0.51,0.733,0,-5.519,0,0.0579,0.0396,0.0,0.154,0.372,145.923,202159,2019,10,4
Ostia Lido,J-AX,69,Ostia Lido,2019-05-17,0.874,0.786,9,-5.723,1,0.186,0.114,0.0,0.108,0.688,108.944,172945,2019,5,17
Bad,Lennon Stella,69,"Love, me",2018-11-17,0.827,0.613,8,-5.34,1,0.0621,0.366,1.25e-05,0.093,0.747,137.96,177973,2018,11,17
La hit dell'estate,Shade,69,La hit dell'estate,2019-06-18,0.758,0.834,6,-4.86,0,0.0997,0.271,0.0,0.0942,0.638,119.963,188375,2019,6,18
Una y Otra Vez,Manuel Medrano,69,Manuel Medrano,2015-10-30,0.42,0.481,4,-8.284,1,0.027,0.276,1.55e-06,0.345,0.376,82.112,190606,2015,10,30
One Week,Barenaked Ladies,69,Stunt (20th Anniversary Edition),1998-07-07,0.702,0.898,9,-6.003,1,0.0373,0.00854,0.000154,0.0917,0.731,112.845,169760,1998,7,7
La Célula Que Explota,Caifanes,69,El Diablito,1990-06-19,0.425,0.479,2,-12.22,1,0.0419,0.44,0.000109,0.378,0.279,123.217,215867,1990,6,19
Ridin',Chamillionaire,69,The Sound of Revenge,2005-01-01,0.788,0.798,8,-4.68,0,0.0997,0.189,0.0,0.3,0.836,143.051,303053,2005,1,1
Nothing Else Matters,Metallica,69,Metallica,1991-08-12,0.558,0.364,4,-11.258,0,0.0265,0.0505,5.02e-06,0.0753,0.17,142.171,388733,1991,8,12
Uma Thurman,Fall Out Boy,69,American Beauty/American Psycho,2015-01-20,0.622,0.961,4,-2.616,0,0.0669,0.102,0.00016,0.264,0.687,149.962,211573,2015,1,20
Labios Rotos - Live,Zoé,69,MTV Unplugged Música De Fondo (Reissue/Live),2011-01-01,0.579,0.758,11,-7.08,1,0.0281,0.0731,0.00292,0.708,0.288,109.054,243040,2011,1,1
Mami So Bad,Frenna,69,Mami So Bad,2019-12-12,0.864,0.612,10,-3.785,0,0.0472,0.000742,0.203,0.0656,0.604,107.99,181352,2019,12,12
"Mama, I'm Coming Home",Ozzy Osbourne,69,No More Tears (Expanded Edition),1991-09-17,0.282,0.656,8,-6.557,1,0.0302,0.0105,0.0,0.0892,0.242,139.352,251867,1991,9,17
A Different Way (with Lauv),DJ Snake,69,A Different Way (with Lauv),2017-09-21,0.784,0.757,8,-3.912,1,0.0384,0.495,1.18e-06,0.142,0.587,104.996,198286,2017,9,21
Hella Neck,Carnage,69,Hella Neck,2020-01-10,0.906,0.366,11,-8.92,0,0.395,0.231,0.0,0.178,0.238,95.007,217283,2020,1,10
"Aczino: Bzrp Freestyle Sessions, Vol. 8",Bizarrap,69,"Aczino: Bzrp Freestyle Sessions, Vol. 8",2019-12-18,0.611,0.84,7,-4.886,1,0.361,0.0526,0.0,0.083,0.68,85.558,177327,2019,12,18
Luz Apaga,Ozuna,69,Luz Apaga,2018-11-16,0.611,0.791,1,-3.558,1,0.173,0.19,3.02e-06,0.12,0.658,192.07,245000,2018,11,16
It Ain’t Me (with Selena Gomez),Kygo,69,It Ain't Me,2017-02-17,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,220781,2017,2,17
Seve - Radio Edit,Tez Cadey,69,Seve (Radio Edit),2015-01-26,0.74,0.831,5,-7.321,1,0.0456,0.444,0.00304,0.0769,0.448,121.034,210853,2015,1,26
Still Waiting,Sum 41,69,Does This Look Infected?,2002-01-01,0.431,0.95,7,-4.918,1,0.26,0.00105,3.63e-05,0.272,0.56,191.936,158733,2002,1,1
Breaking the Law,Judas Priest,69,British Steel,1980-02-08,0.362,0.961,2,-5.664,1,0.0857,0.024,9.35e-06,0.159,0.491,164.019,153840,1980,2,8
Mandona - Acústico,Oriente,69,Mandona (Acústico),2018-11-19,0.652,0.4,11,-11.284,0,0.447,0.339,0.0,0.105,0.556,88.755,239999,2018,11,19
Under Cover of Darkness,The Strokes,69,Angles,2011-03-18,0.357,0.775,11,-3.364,1,0.054,0.00419,0.285,0.0676,0.589,199.853,235547,2011,3,18
"Azukita (Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo) (feat. Elvis Crespo)",Steve Aoki,69,"Azukita (Steve Aoki, Daddy Yankee, Play-N-Skillz & Elvis Crespo) (feat. Elvis Crespo)",2018-02-02,0.715,0.942,8,-2.889,1,0.107,0.00175,0.000461,0.0581,0.818,130.019,226162,2018,2,2
MIDDLE OF THE NIGHT,Monsta X,69,MIDDLE OF THE NIGHT,2019-12-06,0.737,0.764,0,-5.511,1,0.0947,0.111,0.0,0.0423,0.924,92.044,166213,2019,12,6
All Day and All of the Night,The Kinks,69,Kinks,1964-10-02,0.551,0.86,7,-7.839,1,0.0796,0.262,4.57e-06,0.0558,0.723,136.921,141507,1964,10,2
No Way!,Bazzi,69,Soul Searching,2019-08-09,0.665,0.709,1,-4.117,0,0.0407,0.174,0.0,0.142,0.357,76.058,112105,2019,8,9
Never Too Much,Luther Vandross,69,Never Too Much,1981-07-23,0.734,0.583,2,-11.866,1,0.129,0.125,0.0,0.0367,0.76,109.935,230467,1981,7,23
Infinity,Jaymes Young,69,Feel Something,2017-06-23,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,237720,2017,6,23
Can I Kick It?,A Tribe Called Quest,69,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),1990-04-17,0.848,0.666,0,-6.547,1,0.274,0.173,0.000699,0.129,0.744,96.662,251573,1990,4,17
When I'm Down,Whethan,69,When I'm Down,2016-10-21,0.827,0.769,7,-4.058,1,0.126,0.209,9.54e-05,0.091,0.491,93.986,164681,2016,10,21
Love Shack,The B-52's,69,Cosmic Thing,1989-06-23,0.715,0.817,5,-6.227,0,0.0532,0.0325,1.61e-06,0.851,0.871,133.858,321573,1989,6,23
Runaway,Bon Jovi,69,Bon Jovi,1984-01-01,0.475,0.899,9,-4.321,0,0.0637,0.00375,1.91e-05,0.14,0.603,152.445,230667,1984,1,1
How Do I Breathe,Mario,69,Go,2007-12-11,0.684,0.455,5,-8.216,1,0.0307,0.215,1.08e-06,0.263,0.487,97.956,216893,2007,12,11
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,69,R.E.D. (Deluxe Edition),2012-01-01,0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91,251627,2012,1,1
Can't Get Over You,KVSH,69,Can't Get Over You,2019-07-12,0.714,0.795,9,-4.621,0,0.0354,0.013,2.33e-05,0.0917,0.347,123.002,142439,2019,7,12
17,MK,69,17,2017-09-01,0.703,0.832,0,-7.202,0,0.0689,0.00149,0.127,0.0696,0.667,122.029,196489,2017,9,1
Memoria Rota,Arcangel,69,Memoria Rota,2019-10-25,0.637,0.656,0,-6.301,1,0.0563,0.0604,0.0,0.469,0.582,139.964,205451,2019,10,25
Sumiu do Mapa - Ao Vivo,Lucas Lucco,69,De Bar em Bar (Ao Vivo em Goiânia),2019-10-18,0.809,0.848,7,-3.782,1,0.0386,0.319,0.0,0.64,0.768,125.01,147669,2019,10,18
Protect Da Brand (feat. DaBaby),Moneybagg Yo,69,Time Served,2020-01-10,0.849,0.577,1,-6.802,1,0.181,0.0266,0.0,0.104,0.617,144.073,180020,2020,1,10
FLASH,X1,69,QUANTUM LEAP,2019-08-27,0.674,0.91,7,-2.898,0,0.0594,0.029,0.0,0.342,0.599,132.04,211320,2019,8,27
Next Song,DaBaby,69,Blank Blank,2018-11-02,0.81,0.754,5,-6.138,0,0.302,0.0243,0.0,0.255,0.68,148.091,79360,2018,11,2
Same Yung Nigga (feat. Playboi Carti),Gunna,69,Drip or Drown 2,2019-02-22,0.852,0.568,1,-9.202,0,0.344,0.183,0.0,0.0993,0.504,81.526,180935,2019,2,22
Buena,Manuel Medrano,69,Buena,2019-08-09,0.736,0.595,8,-6.428,1,0.0661,0.634,1.87e-05,0.126,0.516,125.913,218014,2019,8,9
Llegaste Tú,CNCO,69,Llegaste Tú,2018-10-26,0.702,0.914,7,-2.934,0,0.0376,0.153,0.0,0.0625,0.563,96.991,190916,2018,10,26
Addicted To You,Avicii,69,True,2013-01-01,0.569,0.785,1,-4.057,0,0.0457,0.0505,1.12e-06,0.086,0.303,128.031,148387,2013,1,1
$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky,69,Professional Rapper,2015-07-31,0.858,0.697,2,-5.361,1,0.23,0.114,0.0,0.224,0.364,98.012,290836,2015,7,31
My Hero,Foo Fighters,69,The Colour And The Shape,1997-05-20,0.374,0.927,4,-4.212,1,0.0652,6.2e-05,0.000177,0.0575,0.301,154.047,260027,1997,5,20
Sin (feat. Jaden Smith),Young Thug,69,On The Rvn,2018-09-24,0.889,0.385,11,-11.767,0,0.165,0.00544,0.0,0.274,0.235,125.995,202533,2018,9,24
Freak - Joe Stone 2K18 Edit,R3HAB,68,Freak (Joe Stone 2K18 Edit),2018-12-21,0.666,0.855,11,-5.318,0,0.236,0.222,0.0,0.502,0.769,125.943,177143,2018,12,21
Ghetto Gospel,2Pac,68,Loyal To The Game,2004-01-01,0.794,0.614,5,-5.352,0,0.0467,0.0964,0.0,0.0788,0.663,80.569,238053,2004,1,1
Blessed (with Tyga),Shenseea,68,Blessed (with Tyga),2019-05-22,0.856,0.729,1,-5.095,1,0.318,0.0319,1.75e-06,0.428,0.37,108.016,148096,2019,5,22
Creep On Me,GASHI,68,Creep On Me,2018-08-22,0.449,0.597,9,-4.401,0,0.14,0.347,1.03e-05,0.197,0.505,134.598,194777,2018,8,22
DEVIL,Shinedown,68,ATTENTION ATTENTION,2018-05-04,0.354,0.942,7,-3.245,1,0.237,0.00039,6.36e-06,0.431,0.242,119.992,207987,2018,5,4
The Diary of Jane - Single Version,Breaking Benjamin,68,Phobia (Clean Version),2006-01-01,0.392,0.964,10,-4.441,0,0.0644,7.13e-05,0.0387,0.106,0.269,167.024,200547,2006,1,1
Flash,MC Caverinha,68,Flash,2019-09-09,0.913,0.366,7,-14.341,1,0.329,0.731,2.31e-05,0.148,0.123,125.035,155937,2019,9,9
Surtada,Neo Beats,68,Surtada,2019-02-21,0.764,0.468,5,-9.181,0,0.446,0.24,0.0,0.252,0.756,77.044,163247,2019,2,21
Moonage Daydream - 2012 Remaster,David Bowie,68,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars (2012 Remastered Version),1972-06-06,0.561,0.601,11,-11.209,0,0.0348,0.0407,0.000147,0.0585,0.752,144.477,279693,1972,6,6
Full Circle,Five Finger Death Punch,68,Full Circle,2020-01-03,0.495,0.993,7,-3.014,1,0.145,0.000151,0.0,0.368,0.29,149.912,202250,2020,1,3
If I Ruled the World (Imagine That) (feat. Lauryn Hill),Nas,68,It Was Written,1996-07-02,0.879,0.564,10,-7.682,0,0.247,0.0474,9.43e-06,0.0519,0.523,93.908,282373,1996,7,2
White Wedding - Pt. 1,Billy Idol,68,Billy Idol,1982-01-01,0.673,0.814,9,-5.411,1,0.0367,0.0133,0.00293,0.343,0.728,147.193,252200,1982,1,1
Wildflowers,Tom Petty,68,Wildflowers,1994-10-21,0.537,0.315,5,-13.79,1,0.0271,0.588,2.29e-05,0.206,0.575,86.813,190320,1994,10,21
Walk,Foo Fighters,68,Wasting Light,2011-04-12,0.231,0.866,9,-5.131,1,0.0517,3.62e-05,0.000552,0.29,0.191,138.311,255960,2011,4,12
DDU-DU DDU-DU,BLACKPINK,68,SQUARE UP,2018-06-15,0.671,0.859,4,-3.922,0,0.0833,0.0323,0.0,0.267,0.389,139.931,209355,2018,6,15
Jeremías 17-5,Canserbero,68,Muerte,2012-05-12,0.644,0.791,5,-4.587,1,0.273,0.157,0.0,0.314,0.408,91.753,318328,2012,5,12
on god,bbno$,68,i don't care at all,2019-11-08,0.883,0.301,8,-11.48,1,0.111,0.109,0.000457,0.0778,0.363,119.965,194000,2019,11,8
Primeiro Milhão,Hungria Hip Hop,68,Primeiro Milhão,2019-11-22,0.817,0.516,5,-9.359,1,0.193,0.468,0.0,0.153,0.435,130.043,213447,2019,11,22
Disorder - 2007 Remaster,Joy Division,68,Unknown Pleasures,1979-06-01,0.32,0.798,10,-7.078,0,0.124,0.00033,0.692,0.176,0.74,84.696,209040,1979,6,1
5 Stars (feat. Polima Westcoast),C. Tangana,68,5 Stars (feat. Polima Westcoast),2019-11-20,0.801,0.723,7,-5.595,0,0.0456,0.242,0.0,0.106,0.599,123.994,244972,2019,11,20
Lithium,Nirvana,68,Nevermind (Remastered),1991-09-26,0.678,0.656,7,-6.41,1,0.0381,0.00174,0.0,0.0631,0.485,123.207,257053,1991,9,26
O Pana!,$uicideBoy$,68,Eternal Grey,2016-09-11,0.8,0.505,0,-6.54,1,0.115,0.0206,2.05e-05,0.198,0.179,114.972,128418,2016,9,11
